method,algo,problem,lambda,mu-lambda_ratio,sigma0,alpha_mu,rescale_sigma0,BestSol_mean,BestSol_std
SOBOL,CMA,Problem3,439.2945,0.58547,1.00063,2.409685,0.6703168,1761190.5739425772,2278808.4464218426
SOBOL,CMA,Problem3,444.2803,0.3207307,1.133261,3.071015,0.3643292,1263899.380323746,1471600.683918484
SOBOL,CMA,Problem3,444.2803,0.7372871,0.7871541,0.07841701,0.5824735,1136390.7690738454,1373975.71893585
SOBOL,CMA,Problem3,448.4446,0.5563545,1.112601,0.03564913,0.0346927,1603754.9263336272,1617592.4202282464
SOBOL,CMA,Problem3,448.4446,0.9693897,0.4335757,1.377189,0.281006,1210056.770341071,1008069.441520615
SOBOL,CMA,Problem3,452.7272,0.6771611,1.934426,0.6935107,0.4607264,1444944.2674195631,1365272.8817008934
SOBOL,CMA,Problem3,452.7272,0.7275681,1.908712,0.6935107,0.4607264,1210154.7874090262,953844.4684915061
SOBOL,CMA,Problem3,452.7272,0.7275681,1.934426,0.6935107,0.4607264,1721935.6415773316,1720481.6669913938
SOBOL,CMA,Problem3,452.7272,0.7275681,1.934426,0.6935107,0.7916798,1349123.7393803792,1217672.6896173765
SOBOL,CMA,Problem3,452.7272,0.7275681,1.934426,0.7597425,0.4607264,1439679.580622123,1593856.6129957496
SOBOL,CMA,Problem3,456.5859,0.109627,0.7607287,2.162199,0.6410377,1025013.57349133,1255624.4178044943
SOBOL,CMA,Problem3,456.5859,0.9314541,0.2915585,2.162199,0.6410377,1401155.872232823,1150535.1702070888
SOBOL,CMA,Problem3,456.5859,0.9314541,0.7607287,1.30894,0.6410377,1752643.7716762475,1868012.6392157762
SOBOL,CMA,Problem3,456.5859,0.9314541,0.7607287,2.162199,0.5937159,1244394.6825536697,2030500.0934708694
SOBOL,CMA,Problem3,456.5859,0.9314541,0.7607287,2.162199,0.6410377,988448.5902224489,1131006.3500947198
SOBOL,CMA,Problem3,463.8172,0.3514377,0.4790598,2.836022,0.5766233,1660920.4303252338,1621003.4071913816
SOBOL,CMA,Problem3,463.8172,0.3514377,1.792935,2.341358,0.5766233,1797443.435160926,1548381.417337566
SOBOL,CMA,Problem3,463.8172,0.3514377,1.792935,2.836022,0.09969904,2402645.47433944,2474661.4526721383
SOBOL,CMA,Problem3,463.8172,0.3514377,1.792935,2.836022,0.5766233,1395662.19106604,1823658.4569290562
SOBOL,CMA,Problem3,463.8172,0.4864865,1.792935,2.836022,0.5766233,1393921.4616758092,1234113.148080248
SOBOL,CMA,Problem3,469.74,0.2394205,1.533354,1.661017,0.5389572,1356751.2624729658,1583117.1560138378
SOBOL,CMA,Problem3,469.74,0.2394205,1.659436,1.661017,0.04619915,1430525.769416924,1757843.2612637663
SOBOL,CMA,Problem3,469.74,0.2394205,1.659436,1.661017,0.5389572,1268533.434165456,1221426.385703622
SOBOL,CMA,Problem3,469.74,0.2394205,1.659436,2.369618,0.5389572,1294309.950619336,1948818.2968775805
SOBOL,CMA,Problem3,469.74,0.5879414,1.659436,1.661017,0.5389572,1575116.8108420966,1653544.0558322205
SOBOL,CMA,Problem3,47.3209,0.663486,1.62144,0.172387,0.824947,1409025.9991724081,1390745.6734831515
SOBOL,CMA,Problem3,47.3209,0.663486,1.62144,1.71214,0.441909,1244582.2945821604,1414425.5347064966
SOBOL,CMA,Problem3,47.3209,0.663486,1.62144,1.71214,0.824947,1296039.891101199,1376350.0622964844
SOBOL,CMA,Problem3,47.3209,0.663486,1.70042,1.71214,0.824947,1159955.0769814241,1011729.2108558886
SOBOL,CMA,Problem3,47.3209,0.82743,1.62144,1.71214,0.824947,1297555.06068475,1247685.162150449
SOBOL,CMA,Problem3,471.6762,0.3070124,0.2030821,2.599925,0.2636124,1128779.3671956637,1148048.0896680907
SOBOL,CMA,Problem3,471.6762,0.6169173,1.209976,2.660054,0.6862861,1494078.067278463,1319084.1601080534
SOBOL,CMA,Problem3,476.2601,0.2774447,0.6998366,1.616455,0.7579046,1132261.4161446216,1021342.0683394625
SOBOL,CMA,Problem3,476.2601,0.2774447,0.6998366,3.956992,0.04489436,1241153.7961172261,1824121.3867775283
SOBOL,CMA,Problem3,476.2601,0.2774447,0.6998366,3.956992,0.7579046,1590283.5533227795,1748654.729805346
SOBOL,CMA,Problem3,476.2601,0.2774447,1.588155,3.956992,0.7579046,1407809.0731943152,2050227.0427660004
SOBOL,CMA,Problem3,476.2601,0.8952541,0.6998366,3.956992,0.7579046,1282640.7542393457,1326839.7895253622
SOBOL,CMA,Problem3,483.7858,0.5066515,0.8117311,2.897916,0.3863149,1059304.8394009552,1224701.317038236
SOBOL,CMA,Problem3,483.7858,0.7253606,0.8117311,0.649448,0.3863149,1261766.9760071528,1257135.2432398582
SOBOL,CMA,Problem3,483.7858,0.7253606,0.8117311,2.897916,0.2136786,991433.1180977036,702076.7039779492
SOBOL,CMA,Problem3,483.7858,0.7253606,0.8117311,2.897916,0.3863149,1429308.4371063628,1934534.7413039845
SOBOL,CMA,Problem3,483.7858,0.7253606,0.9875035,2.897916,0.3863149,1208586.1476329835,1171561.444165698
SOBOL,CMA,Problem3,488.5873,0.3976596,0.9306573,2.51183,0.5007956,1557461.0174043204,1380996.3496262396
SOBOL,CMA,Problem3,488.5873,0.3976596,0.9306573,2.522117,0.5007956,2121156.1581207435,2391022.089942509
SOBOL,CMA,Problem3,488.5873,0.3976596,0.9306573,2.522117,0.8818654,1240374.7632051662,1510770.7827698707
SOBOL,CMA,Problem3,488.5873,0.3976596,1.45775,2.522117,0.5007956,1029850.9070639643,971579.9939039546
SOBOL,CMA,Problem3,488.5873,0.4487492,0.9306573,2.522117,0.5007956,1864355.666627857,1881519.8952062817
SOBOL,CMA,Problem3,49.6382,0.48976,0.524055,3.5913,0.413217,1844305.7902884951,1545097.1140042455
SOBOL,CMA,Problem3,49.6382,0.845754,0.524055,0.336352,0.413217,1374766.7740769472,1060678.0241623838
SOBOL,CMA,Problem3,49.6382,0.845754,0.524055,3.5913,0.413217,1463257.3524164378,1443891.0495028477
SOBOL,CMA,Problem3,49.6382,0.845754,0.524055,3.5913,0.875295,1347633.9635923926,1666414.8932340029
SOBOL,CMA,Problem3,49.6382,0.845754,1.07047,3.5913,0.413217,1846878.2198007375,2245482.6195808495
SOBOL,CMA,Problem3,492.64,0.2199486,1.200099,3.148308,0.07718388,1647440.6845910032,1566920.1682195961
SOBOL,CMA,Problem3,492.64,0.3139476,0.9481265,0.5237644,0.6794292,1152827.4643624856,1040092.8124666492
SOBOL,CMA,Problem3,499.0644,0.137078,0.2202601,1.756647,0.3946726,1354507.2886128267,999515.8115173581
SOBOL,CMA,Problem3,499.0644,0.137078,0.2202601,1.756647,0.7658164,1598583.7049387894,1528844.6633893882
SOBOL,CMA,Problem3,499.0644,0.137078,0.2202601,3.237968,0.7658164,1675310.0975378188,2342605.183185055
SOBOL,CMA,Problem3,499.0644,0.137078,1.338242,1.756647,0.7658164,1704986.773355077,1915194.3511935796
SOBOL,CMA,Problem3,499.0644,0.267348,0.2202601,1.756647,0.7658164,2006328.863973344,2220578.7885034974
SOBOL,CMA,Problem3,501.4495,0.903765,0.9063944,1.290862,0.6901677,1684151.2997730987,2072017.7473281936
SOBOL,CMA,Problem3,501.4495,0.9895368,0.7398554,1.980506,0.5745614,1881000.9953158118,1788526.1140264538
SOBOL,CMA,Problem3,507.7485,0.4175532,1.00063,2.409685,0.6703168,1348845.2426888777,1238030.9911132215
SOBOL,CMA,Problem3,507.7485,0.58547,1.00063,2.306374,0.6703168,1750601.9224278366,1484197.9090355844
SOBOL,CMA,Problem3,507.7485,0.58547,1.00063,2.409685,0.6703168,1170098.4847068377,1103857.6302789787
SOBOL,CMA,Problem3,507.7485,0.58547,1.00063,2.409685,0.7761733,1785271.4889403137,1644211.0410242912
SOBOL,CMA,Problem3,507.7485,0.58547,1.393657,2.409685,0.6703168,1570246.6946538696,2156412.009492896
SOBOL,CMA,Problem3,512.3937,0.1550823,0.7960131,3.045247,0.1001163,1883372.7481577024,2416062.6460600225
SOBOL,CMA,Problem3,512.3937,0.6501952,0.6929133,0.1015476,0.7842188,1615168.690269069,1671836.270249881
SOBOL,CMA,Problem3,517.9271,0.1877265,0.6411703,2.223251,0.9597999,1046199.2993287924,887040.0184903732
SOBOL,CMA,Problem3,517.9271,0.1877265,0.9573932,1.450948,0.9597999,1297018.3917350748,1498115.5335089709
SOBOL,CMA,Problem3,517.9271,0.1877265,0.9573932,2.223251,0.1575177,1652130.146822726,1881874.687529845
SOBOL,CMA,Problem3,517.9271,0.1877265,0.9573932,2.223251,0.9597999,2053857.8389705524,2925259.2634876724
SOBOL,CMA,Problem3,517.9271,0.6129825,0.9573932,2.223251,0.9597999,1713577.219919592,1843679.6537394198
SOBOL,CMA,Problem3,520.9588,0.407094,0.1460817,2.706542,0.5247444,1377515.898298398,1245436.7997600224
SOBOL,CMA,Problem3,520.9588,0.407094,0.4860707,2.706542,0.09229155,1885037.4140090228,2098620.7942743576
SOBOL,CMA,Problem3,520.9588,0.407094,0.4860707,2.706542,0.5247444,1950822.6596610078,2180787.0456105503
SOBOL,CMA,Problem3,520.9588,0.407094,0.4860707,2.966489,0.5247444,1208656.8540561486,1468400.727912677
SOBOL,CMA,Problem3,520.9588,0.751505,0.4860707,2.706542,0.5247444,1853619.6381987256,1656858.6170590487
SOBOL,CMA,Problem3,527.603,0.1029607,1.182911,1.738251,0.292254,1646815.859049078,1623334.0951166558
SOBOL,CMA,Problem3,527.603,0.9340523,0.3211242,1.56737,0.6653095,1791961.5605388393,2722746.6389802927
SOBOL,CMA,Problem3,531.5336,0.2556997,0.6723832,3.766268,0.3546772,1557221.9400942833,2118743.480970843
SOBOL,CMA,Problem3,531.5336,0.2556997,0.8209189,3.271306,0.3546772,1287389.4359068938,1363272.9746671508
SOBOL,CMA,Problem3,531.5336,0.2556997,0.8209189,3.766268,0.3546772,1253726.4870331276,1331224.1423373527
SOBOL,CMA,Problem3,531.5336,0.2556997,0.8209189,3.766268,0.860551,1126625.8238129057,1109111.8117397474
SOBOL,CMA,Problem3,531.5336,0.7151573,0.8209189,3.766268,0.3546772,1250737.9180997978,1464847.207696658
SOBOL,CMA,Problem3,535.3461,0.6263922,1.321253,1.497648,0.3835643,1618441.2157313435,1620367.920091743
SOBOL,CMA,Problem3,535.3461,0.6263922,1.321253,1.497648,0.5113351,2102497.1840894413,1976203.7003996847
SOBOL,CMA,Problem3,535.3461,0.6263922,1.321253,3.919367,0.3835643,1677294.3750633074,1592650.7782215353
SOBOL,CMA,Problem3,535.3461,0.6263922,1.572739,1.497648,0.3835643,1133216.091915645,1103198.8394283284
SOBOL,CMA,Problem3,535.3461,0.9139736,1.321253,1.497648,0.3835643,1083202.2024342075,828603.0687263601
SOBOL,CMA,Problem3,540.7221,0.1766446,0.5413501,2.117408,0.9362872,1278905.2799815864,1178481.9721404135
SOBOL,CMA,Problem3,540.7221,0.8171344,0.2332908,1.581108,0.8726816,1510527.1349163915,1694143.662724583
SOBOL,CMA,Problem3,547.0647,0.2479912,1.106507,2.190678,0.9411273,1634284.2946266897,1560582.7951347877
SOBOL,CMA,Problem3,547.0647,0.6484512,0.3061954,2.616649,0.8255687,1484902.1841020756,1586825.3872102678
SOBOL,CMA,Problem3,55.9446,0.734202,0.712048,0.955848,0.704816,1500952.8382814438,1664125.502054376
SOBOL,CMA,Problem3,55.9446,0.788606,0.712048,0.550376,0.704816,1992940.8804319121,1916923.6518467488
SOBOL,CMA,Problem3,55.9446,0.788606,0.712048,0.955848,0.275152,1565466.6258081794,1370846.6333123127
SOBOL,CMA,Problem3,55.9446,0.788606,0.712048,0.955848,0.704816,1994736.282721555,2430455.36454288
SOBOL,CMA,Problem3,55.9446,0.788606,0.720535,0.955848,0.704816,1800406.4771294063,2474184.9232725683
SOBOL,CMA,Problem3,553.4231,0.6050349,1.988651,0.1491895,0.2681389,1259011.3640183904,1175470.1145889813
SOBOL,CMA,Problem3,553.4231,0.8879965,1.460603,3.722697,0.01993331,1815446.0050181197,2444176.804552319
SOBOL,CMA,Problem3,554.9882,0.5032174,0.6833634,2.550107,0.55895,2539473.8841858553,2498988.8484930084
SOBOL,CMA,Problem3,554.9882,0.8995306,1.630171,3.412142,0.717463,1364115.4245071842,1359507.3349559968
SOBOL,CMA,Problem3,562.3125,0.7342016,0.7205351,0.5503755,0.2751518,2010931.2616420106,2286877.885080982
SOBOL,CMA,Problem3,562.3125,0.7886063,0.7120479,0.9558478,0.7048165,1689110.0461546753,1689586.0785726868
SOBOL,CMA,Problem3,567.1192,0.3327259,0.658578,3.291623,0.5090141,1969214.685024329,2476643.67143394
SOBOL,CMA,Problem3,567.1192,0.6350678,0.5507068,3.291623,0.5090141,1559757.4528599803,1330404.5337138062
SOBOL,CMA,Problem3,567.1192,0.6350678,0.658578,0.2814198,0.5090141,1827296.0386596147,2139098.4016146427
SOBOL,CMA,Problem3,567.1192,0.6350678,0.658578,3.291623,0.5090141,1424105.5075893598,1742874.685496131
SOBOL,CMA,Problem3,567.1192,0.6350678,0.658578,3.291623,0.8077258,1669253.5542736442,1703776.766532111
SOBOL,CMA,Problem3,570.2486,0.374523,1.570611,3.540586,0.42232,1286792.6107724386,1641237.4615579415
SOBOL,CMA,Problem3,570.2486,0.374523,1.570611,3.709494,0.42232,1524090.9895337047,1307164.4598373089
SOBOL,CMA,Problem3,570.2486,0.374523,1.570611,3.709494,0.4955418,1861909.8162673758,2126677.5401029433
SOBOL,CMA,Problem3,570.2486,0.374523,1.743208,3.709494,0.42232,1298344.6456750943,1869165.6157674394
SOBOL,CMA,Problem3,570.2486,0.476686,1.570611,3.709494,0.42232,1554776.6925070237,1392551.728491902
SOBOL,CMA,Problem3,577.3783,0.3734658,1.156797,0.1380073,0.9916443,1283214.483838376,1387153.0497782833
SOBOL,CMA,Problem3,577.3783,0.3734658,1.156797,2.733483,0.3235379,1508837.8329151224,1649788.790806574
SOBOL,CMA,Problem3,577.3783,0.3734658,1.156797,2.733483,0.9916443,1157767.7444250172,1053860.6007535574
SOBOL,CMA,Problem3,577.3783,0.3734658,1.355244,2.733483,0.9916443,1139591.4975185536,1105636.2653465224
SOBOL,CMA,Problem3,577.3783,0.7166674,1.156797,2.733483,0.9916443,1801330.7492635986,1995113.429810137
SOBOL,CMA,Problem3,580.1867,0.2131023,1.818921,0.4238751,0.4479749,1603339.4755788827,1302238.583111808
SOBOL,CMA,Problem3,580.1867,0.7655666,0.1179493,1.853363,0.9118586,2287441.007191333,3229395.210008471
SOBOL,CMA,Problem3,586.4268,0.6771611,1.908712,0.7597425,0.7916798,1714983.1081968334,2003328.108657702
SOBOL,CMA,Problem3,586.4268,0.7275681,1.934426,0.6935107,0.4607264,1407377.7415567224,1410671.8574346232
SOBOL,CMA,Problem3,592.3241,0.4257606,0.1682908,0.5911802,0.6120411,1182430.4174043224,967011.741483719
SOBOL,CMA,Problem3,592.3241,0.7447657,1.751218,0.6356682,0.6005934,1396136.5084677113,1046965.2022510192
SOBOL,CMA,Problem3,596.8431,0.137078,0.2202601,1.756647,0.7658164,1333958.0758010077,1698330.2000674412
SOBOL,CMA,Problem3,596.8431,0.267348,1.338242,3.237968,0.3946726,1399128.3351264964,1765792.7889080432
SOBOL,CMA,Problem3,603.4692,0.6216504,0.6415154,0.8521321,0.2712096,1550755.1476103899,1855541.502096254
SOBOL,CMA,Problem3,603.4692,0.6216504,0.6415154,0.8521321,0.5524414,1523642.9200169465,1247530.4315133046
SOBOL,CMA,Problem3,603.4692,0.6216504,0.6415154,1.142132,0.5524414,1382805.0413778233,1036533.0965192169
SOBOL,CMA,Problem3,603.4692,0.6216504,1.787844,0.8521321,0.5524414,883512.4252113957,753344.9089958925
SOBOL,CMA,Problem3,603.4692,0.8661077,0.6415154,0.8521321,0.5524414,1142842.8861751803,1119488.0679996498
SOBOL,CMA,Problem3,608.4427,0.6937006,1.679747,1.220437,0.5699418,1266578.0168337696,1361889.2296918305
SOBOL,CMA,Problem3,608.4427,0.7798731,1.601233,0.9345553,0.2411192,1968489.2996675416,2039720.5566378385
SOBOL,CMA,Problem3,609.5582,0.3808564,1.755549,0.4844501,0.4054765,1906696.3863998565,2587550.448450604
SOBOL,CMA,Problem3,609.5582,0.5191281,1.138874,3.522454,0.2371649,1774153.180376711,2219145.974959462
SOBOL,CMA,Problem3,618.0534,0.3063276,0.1324072,2.957911,0.5152148,1582910.4942967342,2068915.366271529
SOBOL,CMA,Problem3,618.0534,0.7584183,1.382332,3.444638,0.1527536,1405759.9843390335,1455833.0120190275
SOBOL,CMA,Problem3,623.1757,0.4203812,1.238203,3.754159,0.7468077,1639738.4928718815,1250688.0731768939
SOBOL,CMA,Problem3,623.1757,0.459183,1.807521,2.85826,0.4394948,1597239.3348520943,1557139.9095955256
SOBOL,CMA,Problem3,625.1976,0.4974183,1.560251,1.954859,0.3397075,1374871.6470033375,1048163.0224215545
SOBOL,CMA,Problem3,625.1976,0.6017831,0.7835226,1.954859,0.3397075,1245872.2326833222,1046256.576052762
SOBOL,CMA,Problem3,625.1976,0.6017831,1.560251,0.3071612,0.3397075,1060102.4726907623,1185125.1217737193
SOBOL,CMA,Problem3,625.1976,0.6017831,1.560251,1.954859,0.3397075,1387124.6559024744,1393079.346481016
SOBOL,CMA,Problem3,625.1976,0.6017831,1.560251,1.954859,0.6491213,1469362.7551859722,1346188.5462322317
SOBOL,CMA,Problem3,632.2547,0.5066515,0.9875035,0.649448,0.2136786,1857080.4620095708,1717108.8796248753
SOBOL,CMA,Problem3,632.2547,0.7253606,0.8117311,2.897916,0.3863149,1218592.4201491284,1041261.8359455715
SOBOL,CMA,Problem3,636.7185,0.1724478,0.8485379,3.326492,0.2868852,1421511.673078336,1324597.1115124382
SOBOL,CMA,Problem3,636.7185,0.6723116,0.8485379,0.2393473,0.2868852,1969842.9998896206,2604814.6851582783
SOBOL,CMA,Problem3,636.7185,0.6723116,0.8485379,3.326492,0.1444047,1324496.4850125795,1159790.8355649551
SOBOL,CMA,Problem3,636.7185,0.6723116,0.8485379,3.326492,0.2868852,1335847.1077984003,1320634.657166393
SOBOL,CMA,Problem3,636.7185,0.6723116,1.227789,3.326492,0.2868852,2040666.821845756,2922096.683535382
SOBOL,CMA,Problem3,64.391,0.150485,0.570866,2.90903,0.977074,1789210.073711738,2061628.7020742046
SOBOL,CMA,Problem3,64.391,0.54182,0.830563,3.4602,0.06544,1996753.46471911,3073878.4195135576
SOBOL,CMA,Problem3,640.0953,0.7663354,0.8935326,1.434887,0.705471,1694350.4381465376,1437760.4796866297
SOBOL,CMA,Problem3,640.0953,0.9481863,0.6168146,0.4524873,0.3729472,1751691.5456110884,3287450.24743134
SOBOL,CMA,Problem3,644.5536,0.8000291,1.01043,1.96878,0.5329894,1693459.4743520033,1582267.3751027514
SOBOL,CMA,Problem3,644.5536,0.8369596,1.389618,1.792672,0.5443055,891868.1882191704,829363.9710344501
SOBOL,CMA,Problem3,651.9025,0.3976596,0.9306573,2.522117,0.5007956,1944332.1044000457,1868520.3780059824
SOBOL,CMA,Problem3,651.9025,0.4487492,1.45775,2.51183,0.8818654,1244224.2227872014,1272221.9302610974
SOBOL,CMA,Problem3,654.9358,0.5351609,0.8323326,2.450313,0.8331874,1330359.2347071345,1263602.92900354
SOBOL,CMA,Problem3,654.9358,0.8154487,0.9110998,2.68698,0.5644615,1521553.3702784204,1617223.9720257455
SOBOL,CMA,Problem3,662.3853,0.1029607,0.3211242,1.56737,0.6653095,1260093.211241652,1297333.3980224605
SOBOL,CMA,Problem3,662.3853,0.9340523,0.3211242,1.56737,0.292254,1942265.255207986,2388372.124351034
SOBOL,CMA,Problem3,662.3853,0.9340523,0.3211242,1.56737,0.6653095,1520826.4626516784,1802633.79762968
SOBOL,CMA,Problem3,662.3853,0.9340523,0.3211242,1.738251,0.6653095,1450338.0846009369,1783023.932643529
SOBOL,CMA,Problem3,662.3853,0.9340523,1.182911,1.56737,0.6653095,2212714.929376249,1693078.90786061
SOBOL,CMA,Problem3,663.6579,0.1504847,0.830563,3.460197,0.06544,1707795.514330272,3246385.7638592953
SOBOL,CMA,Problem3,663.6579,0.5418197,0.5708663,3.460197,0.06544,1713354.2691556525,1630423.3461794006
SOBOL,CMA,Problem3,663.6579,0.5418197,0.830563,2.909032,0.06544,1101464.7050694914,1481437.6471504448
SOBOL,CMA,Problem3,663.6579,0.5418197,0.830563,3.460197,0.06544,1421560.8694063842,1255584.349773099
SOBOL,CMA,Problem3,663.6579,0.5418197,0.830563,3.460197,0.977074,1444350.3104180964,1241959.592901865
SOBOL,CMA,Problem3,671.37,0.3968368,0.6316843,3.939827,0.1088956,1375794.0545295628,1535256.7010131981
SOBOL,CMA,Problem3,671.37,0.9862196,1.152388,0.3801557,0.7517646,1380854.0194881246,1636651.2273398708
SOBOL,CMA,Problem3,673.3301,0.6554033,0.3542167,3.802444,0.3422663,1362981.3453806455,1276398.3710100409
SOBOL,CMA,Problem3,673.3301,0.6683287,0.3668464,3.990456,0.1724182,1484457.2694684272,1595572.4850257454
SOBOL,CMA,Problem3,68.9175,0.407094,0.486071,2.70654,0.524744,1459764.9610136363,1971851.2744599439
SOBOL,CMA,Problem3,68.9175,0.751505,0.146082,2.96649,0.0922915,1611056.5717336996,2009456.1836985834
SOBOL,CMA,Problem3,683.0787,0.1724478,1.227789,0.2393473,0.1444047,1644934.383443574,1836392.4729234972
SOBOL,CMA,Problem3,683.0787,0.6723116,0.8485379,3.326492,0.2868852,1431856.8347801277,1260436.9939785053
SOBOL,CMA,Problem3,688.0437,0.116046,0.3941034,0.7643004,0.1165783,1850324.588006534,1976580.410522991
SOBOL,CMA,Problem3,688.0437,0.116046,0.3941034,0.7643004,0.4936286,1464694.2122631995,1421573.5068402626
SOBOL,CMA,Problem3,688.0437,0.116046,0.3941034,2.028409,0.1165783,1516812.9493932317,1325076.8193385773
SOBOL,CMA,Problem3,688.0437,0.116046,1.512283,0.7643004,0.1165783,1335281.7615334697,2136447.3606445836
SOBOL,CMA,Problem3,688.0437,0.2521854,0.3941034,0.7643004,0.1165783,1021386.399919961,856432.0855977633
SOBOL,CMA,Problem3,691.7862,0.8000291,1.01043,1.792672,0.5329894,1846935.7687959804,2163912.8813148127
SOBOL,CMA,Problem3,691.7862,0.8000291,1.01043,1.96878,0.5329894,1276299.8848985822,1339381.0594679378
SOBOL,CMA,Problem3,691.7862,0.8000291,1.01043,1.96878,0.5443055,1211298.4354409939,1378412.026571383
SOBOL,CMA,Problem3,691.7862,0.8000291,1.389618,1.96878,0.5329894,1759122.0333253988,1733191.9008729681
SOBOL,CMA,Problem3,691.7862,0.8369596,1.01043,1.96878,0.5329894,1487171.7199254096,1350780.724139526
SOBOL,CMA,Problem3,697.7647,0.5351609,0.8323326,2.450313,0.5644615,1666079.2889114027,2039552.6537802499
SOBOL,CMA,Problem3,697.7647,0.5351609,0.8323326,2.450313,0.8331874,1591227.9141898362,1330899.4137545975
SOBOL,CMA,Problem3,697.7647,0.5351609,0.8323326,2.68698,0.8331874,2088782.646438911,2131161.702810799
SOBOL,CMA,Problem3,697.7647,0.5351609,0.9110998,2.450313,0.8331874,1359582.5052279034,1736771.7133800753
SOBOL,CMA,Problem3,697.7647,0.8154487,0.8323326,2.450313,0.8331874,1441600.2823075268,1562835.5739687725
SOBOL,CMA,Problem3,699.6566,0.4666358,0.9362349,2.137308,0.1990447,1318962.5814709452,1618231.9746159744
SOBOL,CMA,Problem3,699.6566,0.4666358,1.063419,1.034291,0.1990447,1518397.7859010634,1546521.6539724807
SOBOL,CMA,Problem3,699.6566,0.4666358,1.063419,2.137308,0.1990447,1968913.8520964875,1960984.0297389438
SOBOL,CMA,Problem3,699.6566,0.4666358,1.063419,2.137308,0.4802977,1483393.9303717245,1394279.7939546858
SOBOL,CMA,Problem3,699.6566,0.7794783,1.063419,2.137308,0.1990447,1565760.9802489392,1759867.265472327
SOBOL,CMA,Problem3,70.3698,0.187726,0.957393,2.22325,0.9598,1868034.3774803546,1686878.040778795
SOBOL,CMA,Problem3,70.3698,0.612982,0.64117,1.45095,0.157518,1393348.8681554908,1483421.3409472723
