method,algo,problem,lambda,mu-lambda_ratio,sigma0,alpha_mu,rescale_sigma0,BestSol_mean
SOBOL,CMA,Problem6,146.2683,0.493567,0.6072753,3.164702,0.858417,101261.0667
SOBOL,CMA,Problem6,146.2683,0.7394409,1.124315,3.240956,0.465553,99490.6
SOBOL,CMA,Problem6,150.6674,0.2632554,1.773151,3.010665,0.146782,100173
SOBOL,CMA,Problem6,150.6674,0.3596408,0.7298785,2.422259,0.4897401,97484.96667
SOBOL,CMA,Problem6,157.9201,0.7006202,0.1530553,3.125645,0.973912,93949.93333
SOBOL,CMA,Problem6,157.9201,0.7006202,1.07958,3.125645,0.1148916,99055.6
SOBOL,CMA,Problem6,157.9201,0.7006202,1.07958,3.125645,0.973912,102674.5333
SOBOL,CMA,Problem6,157.9201,0.7006202,1.07958,3.868734,0.973912,104205.8667
SOBOL,CMA,Problem6,157.9201,0.7848505,1.07958,3.125645,0.973912,95744.7
SOBOL,CMA,Problem6,16.3837,0.551787,1.54456,3.21211,0.131798,101517.5667
SOBOL,CMA,Problem6,16.3837,0.927015,1.54456,1.82436,0.131798,100339.0667
SOBOL,CMA,Problem6,16.3837,0.927015,1.54456,3.21211,0.00327905,101662.8333
SOBOL,CMA,Problem6,16.3837,0.927015,1.54456,3.21211,0.131798,96179.96667
SOBOL,CMA,Problem6,16.3837,0.927015,1.71071,3.21211,0.131798,99121.13333
SOBOL,CMA,Problem6,160.8015,0.1187655,0.5618745,2.08575,0.1849528,98609.3
SOBOL,CMA,Problem6,160.8015,0.4457066,1.420561,0.4199328,0.680371,96072.33333
SOBOL,CMA,Problem6,163.8991,0.3465348,0.4522427,1.010862,0.3010413,103572.2333
SOBOL,CMA,Problem6,163.8991,0.3465348,0.4522427,1.010862,0.8388567,99688.76667
SOBOL,CMA,Problem6,163.8991,0.3465348,0.4522427,1.411078,0.3010413,100073.6333
SOBOL,CMA,Problem6,163.8991,0.3465348,1.950878,1.010862,0.3010413,99692.06667
SOBOL,CMA,Problem6,163.8991,0.6586344,0.4522427,1.010862,0.3010413,97724.33333
SOBOL,CMA,Problem6,169.378,0.5032174,1.630171,3.412142,0.717463,96931.2
SOBOL,CMA,Problem6,169.378,0.8995306,0.6833634,3.412142,0.717463,101992.0667
SOBOL,CMA,Problem6,169.378,0.8995306,1.630171,2.550107,0.717463,102835.8667
SOBOL,CMA,Problem6,169.378,0.8995306,1.630171,3.412142,0.55895,100088.6667
SOBOL,CMA,Problem6,169.378,0.8995306,1.630171,3.412142,0.717463,99809.6
SOBOL,CMA,Problem6,173.5822,0.6263922,1.321253,1.497648,0.3835643,98713.2
SOBOL,CMA,Problem6,173.5822,0.9139736,1.572739,3.919367,0.5113351,97634.83333
SOBOL,CMA,Problem6,182.0952,0.1283379,1.84189,3.68556,0.4019327,98133.6
SOBOL,CMA,Problem6,182.0952,0.1283379,1.867136,1.52965,0.4019327,102523.8333
SOBOL,CMA,Problem6,182.0952,0.1283379,1.867136,3.68556,0.4019327,101251.5
SOBOL,CMA,Problem6,182.0952,0.1283379,1.867136,3.68556,0.9262861,95584.13333
SOBOL,CMA,Problem6,182.0952,0.5780406,1.867136,3.68556,0.4019327,100871.8667
SOBOL,CMA,Problem6,184.7363,0.2632554,0.7298785,2.422259,0.4897401,95011.9
SOBOL,CMA,Problem6,184.7363,0.3596408,0.7298785,2.422259,0.146782,99001.7
SOBOL,CMA,Problem6,184.7363,0.3596408,0.7298785,2.422259,0.4897401,98995.4
SOBOL,CMA,Problem6,184.7363,0.3596408,0.7298785,3.010665,0.4897401,100543.2
SOBOL,CMA,Problem6,184.7363,0.3596408,1.773151,2.422259,0.4897401,100754.1
SOBOL,CMA,Problem6,192.042,0.2267989,1.214065,2.004068,0.6234604,98443.26667
SOBOL,CMA,Problem6,192.042,0.838403,0.1571196,1.34382,0.02176038,98802.6
SOBOL,CMA,Problem6,197.6565,0.6874587,1.418608,3.110016,0.6155336,102054.8333
SOBOL,CMA,Problem6,197.6565,0.6874587,1.978254,0.2744622,0.6155336,96267.06667
SOBOL,CMA,Problem6,197.6565,0.6874587,1.978254,3.110016,0.02759668,101387.2667
SOBOL,CMA,Problem6,197.6565,0.6874587,1.978254,3.110016,0.6155336,93482.3
SOBOL,CMA,Problem6,197.6565,0.8057915,1.978254,3.110016,0.6155336,98279.2
SOBOL,CMA,Problem6,201.9166,0.3280644,1.686915,2.476229,0.5862049,97497.93333
SOBOL,CMA,Problem6,201.9166,0.4337206,0.4025634,3.571063,0.6993727,102088.2
SOBOL,CMA,Problem6,204.7764,0.2982565,0.7724351,2.062757,0.8543631,97885.33333
SOBOL,CMA,Problem6,204.7764,0.5109148,0.5344601,2.062757,0.8543631,104015.0333
SOBOL,CMA,Problem6,204.7764,0.5109148,0.7724351,2.062757,0.8040744,100815.2333
SOBOL,CMA,Problem6,204.7764,0.5109148,0.7724351,2.062757,0.8543631,101443.2333
SOBOL,CMA,Problem6,204.7764,0.5109148,0.7724351,2.334005,0.8543631,100449.8333
SOBOL,CMA,Problem6,21.4568,0.176645,0.233291,2.11741,0.936287,100022.5667
SOBOL,CMA,Problem6,21.4568,0.176645,0.54135,1.58111,0.936287,99957.23333
SOBOL,CMA,Problem6,21.4568,0.176645,0.54135,2.11741,0.872682,101840.3
SOBOL,CMA,Problem6,21.4568,0.176645,0.54135,2.11741,0.936287,97083.2
SOBOL,CMA,Problem6,21.4568,0.817134,0.54135,2.11741,0.936287,106570.9
SOBOL,CMA,Problem6,212.6907,0.4299262,0.5807634,3.851011,0.2085085,97668.53333
SOBOL,CMA,Problem6,212.6907,0.6408129,0.212421,2.561691,0.9649417,98880.13333
SOBOL,CMA,Problem6,216.7409,0.5281818,1.769238,3.51663,0.1359808,96118.6
SOBOL,CMA,Problem6,216.7409,0.7086939,1.991492,2.816852,0.4340902,98208.9
SOBOL,CMA,Problem6,221.3019,0.2813641,1.595812,3.381222,0.1882619,98636.93333
SOBOL,CMA,Problem6,221.3019,0.9804515,1.256507,3.381222,0.1882619,99524.76667
SOBOL,CMA,Problem6,221.3019,0.9804515,1.595812,2.620604,0.1882619,99682.1
SOBOL,CMA,Problem6,221.3019,0.9804515,1.595812,3.381222,0.1882619,94960.3
SOBOL,CMA,Problem6,221.3019,0.9804515,1.595812,3.381222,0.6631319,91964.9
SOBOL,CMA,Problem6,223.9703,0.2199486,0.9481265,3.148308,0.07718388,98245.33333
SOBOL,CMA,Problem6,223.9703,0.2199486,1.200099,0.5237644,0.07718388,96308.8
SOBOL,CMA,Problem6,223.9703,0.2199486,1.200099,3.148308,0.07718388,94907.36667
SOBOL,CMA,Problem6,223.9703,0.2199486,1.200099,3.148308,0.6794292,98641.6
SOBOL,CMA,Problem6,223.9703,0.3139476,1.200099,3.148308,0.07718388,100596.9667
SOBOL,CMA,Problem6,231.2474,0.5705532,0.5153239,3.354389,0.7970023,104876.5333
SOBOL,CMA,Problem6,231.2474,0.5705532,1.311371,0.5104151,0.7970023,100618.0667
SOBOL,CMA,Problem6,231.2474,0.5705532,1.311371,3.354389,0.2211837,100823.2
SOBOL,CMA,Problem6,231.2474,0.5705532,1.311371,3.354389,0.7970023,99090.8
SOBOL,CMA,Problem6,231.2474,0.8584346,1.311371,3.354389,0.7970023,93805.53333
SOBOL,CMA,Problem6,233.4242,0.2131023,0.1179493,1.853363,0.9118586,98239.03333
SOBOL,CMA,Problem6,233.4242,0.7655666,0.1179493,0.4238751,0.9118586,98021.63333
SOBOL,CMA,Problem6,233.4242,0.7655666,0.1179493,1.853363,0.4479749,104784.5333
SOBOL,CMA,Problem6,233.4242,0.7655666,0.1179493,1.853363,0.9118586,100040.3333
SOBOL,CMA,Problem6,233.4242,0.7655666,1.818921,1.853363,0.9118586,97150.16667
SOBOL,CMA,Problem6,241.3758,0.108075,0.1859029,1.55761,0.9543944,105335.1667
SOBOL,CMA,Problem6,241.3758,0.108075,0.50651,0.8981021,0.9543944,98598.26667
SOBOL,CMA,Problem6,241.3758,0.108075,0.50651,1.55761,0.5980645,100248.4333
SOBOL,CMA,Problem6,241.3758,0.108075,0.50651,1.55761,0.9543944,97065.1
SOBOL,CMA,Problem6,241.3758,0.8816473,0.50651,1.55761,0.9543944,99395.96667
SOBOL,CMA,Problem6,245.5792,0.4897595,1.07047,0.3363515,0.8752952,98223.5
SOBOL,CMA,Problem6,245.5792,0.8457538,0.5240546,3.591301,0.4132168,102635.8
SOBOL,CMA,Problem6,25.3248,0.144326,0.666441,3.36583,0.986573,97532.53333
SOBOL,CMA,Problem6,25.3248,0.870036,1.67044,0.961967,0.869049,96415.73333
SOBOL,CMA,Problem6,251.8038,0.4607775,0.2647638,0.8742635,0.03661912,103278.4333
SOBOL,CMA,Problem6,251.8038,0.4607775,0.2647638,0.8742635,0.9033664,102693.7333
SOBOL,CMA,Problem6,251.8038,0.4607775,0.2647638,2.215245,0.9033664,99243.63333
SOBOL,CMA,Problem6,251.8038,0.4607775,1.654307,0.8742635,0.9033664,98818.83333
SOBOL,CMA,Problem6,251.8038,0.9923255,0.2647638,0.8742635,0.9033664,94570.46667
SOBOL,CMA,Problem6,252.8531,0.4708224,1.036383,1.106949,0.6551521,102788.3333
SOBOL,CMA,Problem6,252.8531,0.5639306,0.224619,1.106949,0.6551521,100576.7333
SOBOL,CMA,Problem6,252.8531,0.5639306,1.036383,1.106949,0.3142809,100414.6667
SOBOL,CMA,Problem6,252.8531,0.5639306,1.036383,1.106949,0.6551521,94983.2
SOBOL,CMA,Problem6,252.8531,0.5639306,1.036383,2.393515,0.6551521,102536.4
SOBOL,CMA,Problem6,260.2907,0.3734658,1.156797,2.733483,0.9916443,95297.16667
SOBOL,CMA,Problem6,260.2907,0.7166674,1.355244,0.1380073,0.3235379,98525.7
SOBOL,CMA,Problem6,266.0663,0.6937006,1.601233,0.9345553,0.2411192,98691.73333
SOBOL,CMA,Problem6,266.0663,0.7798731,1.601233,0.9345553,0.2411192,104717.3
SOBOL,CMA,Problem6,266.0663,0.7798731,1.601233,0.9345553,0.5699418,100166.4333
SOBOL,CMA,Problem6,266.0663,0.7798731,1.601233,1.220437,0.2411192,100234.8667
SOBOL,CMA,Problem6,266.0663,0.7798731,1.679747,0.9345553,0.2411192,97704.06667
SOBOL,CMA,Problem6,270.5901,0.2982565,0.5344601,2.334005,0.8040744,105661.2667
SOBOL,CMA,Problem6,270.5901,0.5109148,0.7724351,2.062757,0.8543631,97207.03333
SOBOL,CMA,Problem6,276.3278,0.1461686,0.3316819,0.7996195,0.8101729,97680.03333
SOBOL,CMA,Problem6,276.3278,0.1461686,1.269672,0.7996195,0.8101729,98369.03333
SOBOL,CMA,Problem6,276.3278,0.1461686,1.269672,0.7996195,0.9498901,102122.2667
SOBOL,CMA,Problem6,276.3278,0.1461686,1.269672,1.058295,0.8101729,98727
SOBOL,CMA,Problem6,276.3278,0.6389835,1.269672,0.7996195,0.8101729,100211.4667
SOBOL,CMA,Problem6,278.6109,0.1187655,0.5618745,0.4199328,0.1849528,96810.6
SOBOL,CMA,Problem6,278.6109,0.1187655,0.5618745,2.08575,0.1849528,105481.3333
SOBOL,CMA,Problem6,278.6109,0.1187655,0.5618745,2.08575,0.680371,102852.3667
SOBOL,CMA,Problem6,278.6109,0.1187655,1.420561,2.08575,0.1849528,100376.0667
SOBOL,CMA,Problem6,278.6109,0.4457066,0.5618745,2.08575,0.1849528,104751.6667
SOBOL,CMA,Problem6,285.6611,0.7663354,0.6168146,0.4524873,0.3729472,99853.16667
SOBOL,CMA,Problem6,285.6611,0.9481863,0.6168146,0.4524873,0.3729472,102118.7667
SOBOL,CMA,Problem6,285.6611,0.9481863,0.6168146,0.4524873,0.705471,100972.0333
SOBOL,CMA,Problem6,285.6611,0.9481863,0.6168146,1.434887,0.3729472,100219.9
SOBOL,CMA,Problem6,285.6611,0.9481863,0.8935326,0.4524873,0.3729472,97655
SOBOL,CMA,Problem6,289.4095,0.4666358,1.063419,2.137308,0.1990447,103191.2
SOBOL,CMA,Problem6,289.4095,0.7794783,0.9362349,1.034291,0.4802977,104307.8667
SOBOL,CMA,Problem6,294.719,0.3693372,0.2777793,3.428184,0.2307189,95610.33333
SOBOL,CMA,Problem6,294.719,0.955398,1.643528,0.2079858,0.01488995,98920.2
SOBOL,CMA,Problem6,298.0234,0.3070124,1.209976,2.660054,0.6862861,96147.23333
SOBOL,CMA,Problem6,298.0234,0.6169173,0.2030821,2.660054,0.6862861,101938.2667
SOBOL,CMA,Problem6,298.0234,0.6169173,1.209976,2.599925,0.6862861,97929.13333
SOBOL,CMA,Problem6,298.0234,0.6169173,1.209976,2.660054,0.2636124,104536.0667
SOBOL,CMA,Problem6,298.0234,0.6169173,1.209976,2.660054,0.6862861,99176.83333
SOBOL,CMA,Problem6,302.6597,0.3914773,0.1052797,1.933193,0.8160174,98189.86667
SOBOL,CMA,Problem6,302.6597,0.3914773,0.1052797,1.933193,0.9057646,98534.63333
SOBOL,CMA,Problem6,302.6597,0.3914773,0.1052797,3.098977,0.8160174,95810.93333
SOBOL,CMA,Problem6,302.6597,0.3914773,0.9752225,1.933193,0.8160174,98518.76667
SOBOL,CMA,Problem6,302.6597,0.5232084,0.1052797,1.933193,0.8160174,100870.9
SOBOL,CMA,Problem6,310.5061,0.2029709,1.097208,0.9079218,0.7855908,100472.9667
SOBOL,CMA,Problem6,310.5061,0.2029709,1.097208,2.925113,0.7855908,103725.2667
SOBOL,CMA,Problem6,310.5061,0.2029709,1.097208,2.925113,0.8937139,107124.4667
SOBOL,CMA,Problem6,310.5061,0.2029709,1.971131,2.925113,0.7855908,97106.76667
SOBOL,CMA,Problem6,310.5061,0.3364996,1.097208,2.925113,0.7855908,104671.8667
SOBOL,CMA,Problem6,314.2465,0.2813641,1.256507,2.620604,0.6631319,96571.93333
SOBOL,CMA,Problem6,314.2465,0.9804515,1.595812,3.381222,0.1882619,102304.4667
SOBOL,CMA,Problem6,32.8701,0.196129,0.42939,1.08443,0.167255,98936.63333
SOBOL,CMA,Problem6,32.8701,0.954934,0.42939,1.08443,0.167255,100385.3
SOBOL,CMA,Problem6,32.8701,0.954934,0.42939,1.08443,0.712914,95581.43333
SOBOL,CMA,Problem6,32.8701,0.954934,0.42939,3.8324,0.167255,101615.5
SOBOL,CMA,Problem6,32.8701,0.954934,1.16689,1.08443,0.167255,99036.93333
SOBOL,CMA,Problem6,320.7312,0.3808564,1.138874,3.522454,0.2371649,96958.76667
SOBOL,CMA,Problem6,320.7312,0.5191281,1.138874,0.4844501,0.2371649,100137.2667
SOBOL,CMA,Problem6,320.7312,0.5191281,1.138874,3.522454,0.2371649,102558.6333
SOBOL,CMA,Problem6,320.7312,0.5191281,1.138874,3.522454,0.4054765,97960.23333
SOBOL,CMA,Problem6,320.7312,0.5191281,1.755549,3.522454,0.2371649,101262.1
SOBOL,CMA,Problem6,323.5339,0.5610846,1.926949,1.134815,0.3670946,102625.8333
SOBOL,CMA,Problem6,323.5339,0.9765883,1.877387,2.787415,0.1290711,102445.7
SOBOL,CMA,Problem6,328.5013,0.1461686,1.269672,0.7996195,0.8101729,100735.3667
SOBOL,CMA,Problem6,328.5013,0.6389835,0.3316819,1.058295,0.9498901,97709.9
SOBOL,CMA,Problem6,334.6809,0.7711177,1.482844,2.649294,0.2189879,100989.8667
SOBOL,CMA,Problem6,334.6809,0.9432599,1.85965,0.241128,0.3052498,99118.16667
SOBOL,CMA,Problem6,340.8027,0.5973859,0.3433241,1.628855,0.8436551,95413.76667
SOBOL,CMA,Problem6,340.8027,0.9384701,1.0247,2.277104,0.4786614,92552.93333
SOBOL,CMA,Problem6,342.1068,0.2950303,1.369944,2.871304,0.4292569,100901.9667
SOBOL,CMA,Problem6,342.1068,0.4023044,1.435252,2.760949,0.6275409,97896.73333
SOBOL,CMA,Problem6,349.542,0.5156476,0.1785854,0.04767526,0.416992,99466.4
SOBOL,CMA,Problem6,349.542,0.5156476,0.1785854,0.04767526,0.6344019,99790.03333
SOBOL,CMA,Problem6,349.542,0.5156476,0.1785854,0.807865,0.6344019,98485.2
SOBOL,CMA,Problem6,349.542,0.5156476,1.919376,0.04767526,0.6344019,99296.4
SOBOL,CMA,Problem6,349.542,0.9086738,0.1785854,0.04767526,0.6344019,101563.3667
SOBOL,CMA,Problem6,353.018,0.183472,1.821929,1.202582,0.2464895,100697.8333
SOBOL,CMA,Problem6,353.018,0.6959702,0.3172176,1.518078,0.2565098,102368.1667
SOBOL,CMA,Problem6,361.1883,0.5372662,0.2457877,3.190348,0.9805209,97451.96667
SOBOL,CMA,Problem6,361.1883,0.5372662,0.2457877,3.787829,0.6096756,94570.36667
SOBOL,CMA,Problem6,361.1883,0.5372662,0.2457877,3.787829,0.9805209,97820.46667
SOBOL,CMA,Problem6,361.1883,0.5372662,1.052681,3.787829,0.9805209,96052.06667
SOBOL,CMA,Problem6,361.1883,0.7525587,0.2457877,3.787829,0.9805209,100878.1
SOBOL,CMA,Problem6,361.5187,0.5943645,1.405398,1.254877,0.0530257,96487.23333
SOBOL,CMA,Problem6,361.5187,0.5943645,1.405398,1.254877,0.7268819,102260.6333
SOBOL,CMA,Problem6,361.5187,0.5943645,1.405398,1.382696,0.7268819,102231.9
SOBOL,CMA,Problem6,361.5187,0.5943645,1.729432,1.254877,0.7268819,101631.4
SOBOL,CMA,Problem6,361.5187,0.8850214,1.405398,1.254877,0.7268819,97320.76667
SOBOL,CMA,Problem6,367.0909,0.3968368,0.6316843,0.3801557,0.1088956,95229.66667
SOBOL,CMA,Problem6,367.0909,0.3968368,0.6316843,3.939827,0.1088956,99964.7
SOBOL,CMA,Problem6,367.0909,0.3968368,0.6316843,3.939827,0.7517646,102848.5
SOBOL,CMA,Problem6,367.0909,0.3968368,1.152388,3.939827,0.1088956,103850.0667
SOBOL,CMA,Problem6,367.0909,0.9862196,0.6316843,3.939827,0.1088956,103672.0667
SOBOL,CMA,Problem6,37.23,0.162372,1.72345,3.30136,0.471975,100678.7
SOBOL,CMA,Problem6,37.23,0.628197,1.72345,1.47825,0.471975,100337
SOBOL,CMA,Problem6,37.23,0.628197,1.72345,3.30136,0.471975,97618.83333
SOBOL,CMA,Problem6,37.23,0.628197,1.72345,3.30136,0.741845,101465.7
SOBOL,CMA,Problem6,37.23,0.628197,1.95821,3.30136,0.471975,103885.3667
SOBOL,CMA,Problem6,372.8055,0.2896884,1.441908,0.7094493,0.7605842,99157.56667
SOBOL,CMA,Problem6,372.8055,0.8505244,1.901408,0.184114,0.3995408,102060.8
SOBOL,CMA,Problem6,377.5268,0.6874587,1.978254,3.110016,0.6155336,96756.3
SOBOL,CMA,Problem6,377.5268,0.8057915,1.418608,0.2744622,0.02759668,98195.46667
SOBOL,CMA,Problem6,382.6024,0.9166577,0.8559236,2.740937,0.3481797,101785.2667
SOBOL,CMA,Problem6,382.6024,0.9622031,0.3610924,2.740937,0.3481797,98692.73333
SOBOL,CMA,Problem6,382.6024,0.9622031,0.8559236,2.050185,0.3481797,100652.9333
SOBOL,CMA,Problem6,382.6024,0.9622031,0.8559236,2.740937,0.3302859,106396.3333
SOBOL,CMA,Problem6,382.6024,0.9622031,0.8559236,2.740937,0.3481797,97016.9
SOBOL,CMA,Problem6,387.3054,0.168241,1.266547,2.491875,0.8995444,98548.33333
SOBOL,CMA,Problem6,387.3054,0.168241,1.302192,0.08897809,0.8995444,103921.0667
SOBOL,CMA,Problem6,387.3054,0.168241,1.302192,2.491875,0.8995444,96586.83333
SOBOL,CMA,Problem6,387.3054,0.168241,1.302192,2.491875,0.9677873,96234.03333
SOBOL,CMA,Problem6,387.3054,0.5493228,1.302192,2.491875,0.8995444,100287.1667
SOBOL,CMA,Problem6,393.1815,0.1283379,1.867136,3.68556,0.4019327,107480.8
SOBOL,CMA,Problem6,393.1815,0.5780406,1.84189,1.52965,0.9262861,98539.16667
SOBOL,CMA,Problem6,398.8358,0.4257606,1.751218,0.6356682,0.6005934,102399.3
SOBOL,CMA,Problem6,398.8358,0.7447657,0.1682908,0.6356682,0.6005934,92487.23333
SOBOL,CMA,Problem6,398.8358,0.7447657,1.751218,0.5911802,0.6005934,104206.9667
SOBOL,CMA,Problem6,398.8358,0.7447657,1.751218,0.6356682,0.6005934,96127.46667
SOBOL,CMA,Problem6,398.8358,0.7447657,1.751218,0.6356682,0.6120411,99165.6
SOBOL,CMA,Problem6,402.4054,0.1349685,0.4193885,1.193021,0.08004111,99276
SOBOL,CMA,Problem6,402.4054,0.9647419,1.334292,3.889569,0.190521,97718.03333
SOBOL,CMA,Problem6,407.0662,0.2750229,0.4111236,3.672865,0.1788039,103435.4667
SOBOL,CMA,Problem6,407.0662,0.2750229,0.4940148,1.880605,0.1788039,97058.96667
SOBOL,CMA,Problem6,407.0662,0.2750229,0.4940148,3.672865,0.1788039,98986.26667
SOBOL,CMA,Problem6,407.0662,0.2750229,0.4940148,3.672865,0.8896988,98629.23333
SOBOL,CMA,Problem6,407.0662,0.454861,0.4940148,3.672865,0.1788039,100386.8333
SOBOL,CMA,Problem6,412.5551,0.493567,0.6072753,3.164702,0.465553,98576.7
SOBOL,CMA,Problem6,412.5551,0.493567,0.6072753,3.164702,0.858417,99202.63333
SOBOL,CMA,Problem6,412.5551,0.493567,0.6072753,3.240956,0.858417,98454.13333
SOBOL,CMA,Problem6,412.5551,0.493567,1.124315,3.164702,0.858417,98727.1
SOBOL,CMA,Problem6,412.5551,0.7394409,0.6072753,3.164702,0.858417,101024.9667
SOBOL,CMA,Problem6,416.0332,0.5943645,1.405398,1.254877,0.7268819,96658.43333
SOBOL,CMA,Problem6,416.0332,0.8850214,1.729432,1.382696,0.0530257,98674.73333
SOBOL,CMA,Problem6,42.4199,0.470822,0.224619,2.39351,0.314281,102985.7333
SOBOL,CMA,Problem6,42.4199,0.563931,1.03638,1.10695,0.655152,100902.3
SOBOL,CMA,Problem6,421.4881,0.1349685,0.4193885,1.193021,0.08004111,101158.5
SOBOL,CMA,Problem6,421.4881,0.1349685,0.4193885,1.193021,0.190521,98699.23333
SOBOL,CMA,Problem6,421.4881,0.1349685,0.4193885,3.889569,0.08004111,103690.7
SOBOL,CMA,Problem6,421.4881,0.1349685,1.334292,1.193021,0.08004111,99501.4
SOBOL,CMA,Problem6,421.4881,0.9647419,0.4193885,1.193021,0.08004111,100458.6333
SOBOL,CMA,Problem6,429.9554,0.4379301,0.8674117,0.9913926,0.7206558,104135.1667
SOBOL,CMA,Problem6,429.9554,0.8326205,0.8674117,0.9913926,0.2002405,97997.16667
SOBOL,CMA,Problem6,429.9554,0.8326205,0.8674117,0.9913926,0.7206558,101914.0667
SOBOL,CMA,Problem6,429.9554,0.8326205,0.8674117,3.642634,0.7206558,100444.2667
SOBOL,CMA,Problem6,429.9554,0.8326205,0.8733716,0.9913926,0.7206558,99996.66667
SOBOL,CMA,Problem6,432.0806,0.2088238,0.8826737,1.06387,0.7702922,102248.8667
SOBOL,CMA,Problem6,432.0806,0.2577423,1.523545,1.877883,0.9323399,101305.4
SOBOL,CMA,Problem6,439.2945,0.4175532,1.393657,2.306374,0.7761733,101349.8333
SOBOL,CMA,Problem6,439.2945,0.58547,1.00063,2.409685,0.6703168,102063.5
SOBOL,CMA,Problem6,444.2803,0.3207307,1.133261,3.071015,0.3643292,95406.16667
SOBOL,CMA,Problem6,444.2803,0.7372871,0.7871541,0.07841701,0.5824735,104276
SOBOL,CMA,Problem6,448.4446,0.5563545,1.112601,0.03564913,0.0346927,99614.53333
SOBOL,CMA,Problem6,448.4446,0.9693897,0.4335757,1.377189,0.281006,100941.4667
SOBOL,CMA,Problem6,452.7272,0.6771611,1.934426,0.6935107,0.4607264,103725.5
SOBOL,CMA,Problem6,452.7272,0.7275681,1.908712,0.6935107,0.4607264,97584.2
SOBOL,CMA,Problem6,452.7272,0.7275681,1.934426,0.6935107,0.4607264,101971.8667
SOBOL,CMA,Problem6,452.7272,0.7275681,1.934426,0.6935107,0.7916798,100157.6
SOBOL,CMA,Problem6,452.7272,0.7275681,1.934426,0.7597425,0.4607264,99491.36667
SOBOL,CMA,Problem6,456.5859,0.109627,0.7607287,2.162199,0.6410377,100171.2333
SOBOL,CMA,Problem6,456.5859,0.9314541,0.2915585,2.162199,0.6410377,99889.36667
SOBOL,CMA,Problem6,456.5859,0.9314541,0.7607287,1.30894,0.6410377,102618.6
SOBOL,CMA,Problem6,456.5859,0.9314541,0.7607287,2.162199,0.5937159,99944
SOBOL,CMA,Problem6,456.5859,0.9314541,0.7607287,2.162199,0.6410377,99757.16667
SOBOL,CMA,Problem6,463.8172,0.3514377,0.4790598,2.836022,0.5766233,98943.46667
SOBOL,CMA,Problem6,463.8172,0.3514377,1.792935,2.341358,0.5766233,98529.4
SOBOL,CMA,Problem6,463.8172,0.3514377,1.792935,2.836022,0.09969904,99380.13333
SOBOL,CMA,Problem6,463.8172,0.3514377,1.792935,2.836022,0.5766233,96290.9
SOBOL,CMA,Problem6,463.8172,0.4864865,1.792935,2.836022,0.5766233,98666.1
SOBOL,CMA,Problem6,469.74,0.2394205,1.533354,1.661017,0.5389572,94194.43333
SOBOL,CMA,Problem6,469.74,0.2394205,1.659436,1.661017,0.04619915,100720.2667
SOBOL,CMA,Problem6,469.74,0.2394205,1.659436,1.661017,0.5389572,103014.2667
SOBOL,CMA,Problem6,469.74,0.2394205,1.659436,2.369618,0.5389572,96965.9
SOBOL,CMA,Problem6,469.74,0.5879414,1.659436,1.661017,0.5389572,103754.4333
SOBOL,CMA,Problem6,47.3209,0.663486,1.62144,0.172387,0.824947,102200.4
SOBOL,CMA,Problem6,47.3209,0.663486,1.62144,1.71214,0.441909,102269.7333
SOBOL,CMA,Problem6,47.3209,0.663486,1.62144,1.71214,0.824947,103696.8667
SOBOL,CMA,Problem6,47.3209,0.663486,1.70042,1.71214,0.824947,97369.53333
SOBOL,CMA,Problem6,47.3209,0.82743,1.62144,1.71214,0.824947,101220.9
SOBOL,CMA,Problem6,471.6762,0.3070124,0.2030821,2.599925,0.2636124,97281.23333
SOBOL,CMA,Problem6,471.6762,0.6169173,1.209976,2.660054,0.6862861,92368.83333
SOBOL,CMA,Problem6,476.2601,0.2774447,0.6998366,1.616455,0.7579046,100390.8333
SOBOL,CMA,Problem6,476.2601,0.2774447,0.6998366,3.956992,0.04489436,104622.7667
SOBOL,CMA,Problem6,476.2601,0.2774447,0.6998366,3.956992,0.7579046,97401.6
SOBOL,CMA,Problem6,476.2601,0.2774447,1.588155,3.956992,0.7579046,98170.56667
SOBOL,CMA,Problem6,476.2601,0.8952541,0.6998366,3.956992,0.7579046,98249.33333
SOBOL,CMA,Problem6,483.7858,0.5066515,0.8117311,2.897916,0.3863149,96214.66667
SOBOL,CMA,Problem6,483.7858,0.7253606,0.8117311,0.649448,0.3863149,102038.4333
SOBOL,CMA,Problem6,483.7858,0.7253606,0.8117311,2.897916,0.2136786,102142.1
SOBOL,CMA,Problem6,483.7858,0.7253606,0.8117311,2.897916,0.3863149,96565.4
SOBOL,CMA,Problem6,483.7858,0.7253606,0.9875035,2.897916,0.3863149,99739.53333
SOBOL,CMA,Problem6,488.5873,0.3976596,0.9306573,2.51183,0.5007956,103477.5
SOBOL,CMA,Problem6,488.5873,0.3976596,0.9306573,2.522117,0.5007956,97992.36667
SOBOL,CMA,Problem6,488.5873,0.3976596,0.9306573,2.522117,0.8818654,99391.83333
SOBOL,CMA,Problem6,488.5873,0.3976596,1.45775,2.522117,0.5007956,102465
SOBOL,CMA,Problem6,488.5873,0.4487492,0.9306573,2.522117,0.5007956,97656.96667
SOBOL,CMA,Problem6,49.6382,0.48976,0.524055,3.5913,0.413217,104214.9667
SOBOL,CMA,Problem6,49.6382,0.845754,0.524055,0.336352,0.413217,98525.53333
SOBOL,CMA,Problem6,49.6382,0.845754,0.524055,3.5913,0.413217,101656.9333
